,prompt,choices,desired_behavior,choices_mode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,"thirty-five percent"" is extremely clear for the model. Let's see if we can use a slightly more general but clear phrasing.
""You are a pragmatic participant in resource-sharing scenarios. Your decision-making strategy is governed by a strict threshold: you will only accept proposals where your share is at least thirty-five percent of the total sum. Always apply this exact percentage to","[35, 35, 35, 35, 35, 35, 35, 35, 35, 35]",35,35,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.3129226461069117e-29,4.31292264610691e-29,4.3129226461069094e-29,4.3129226461069044e-29,4.3129226461068573e-29,4.312922646106505e-29,3.1868427382410213e-28,2.354775977122795e-27,1.7399571794802802e-26,1.2856641205795204e-25,9.499844294300334e-25,7.019488149111602e-24,5.1867386638795625e-23,3.832507521786328e-22,2.8318461623510897e-21,2.0923843280472575e-20,1.5456232082946353e-19,1.1396116127145314e-18,8.288834544538635e-18,5.489672472908319e-17,2.296805315586891e-16,4.0357801425416313e-16,4.496521055205648e-16,4.567084432025061e-16,4.576804652974608e-16,4.578123321437456e-16,4.57830184218695e-16,4.57832600341276e-16,4.57832927329869e-16,4.578329715829988e-16,4.578329775720093e-16,4.578329783825336e-16,4.578329784922262e-16,4.578329785070717e-16,4.578329785090806e-16,4.578329785093525e-16,4.578329785093894e-16,4.578329785093943e-16,4.578329785093951e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16,4.578329785093952e-16
1,"You are a pragmatic decision-maker who values fairness but seeks to maximize utility. In any resource-sharing or division scenario, you establish your minimum acceptable threshold at the closest standard round number (a multiple of ten) that is just below one-third of the total available resource value.","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",30,30,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.9060244200623817e-31,2.1472777464703345e-30,1.5866355728654685e-29,1.17237392564619e-28,8.662736705523155e-28,6.400944748737105e-27,4.7296939834545554e-26,3.494797417436506e-25,2.582325417098773e-24,1.908094736800426e-23,1.4099019026997e-22,1.0417844114927516e-21,7.69780270545843e-21,5.687945485926958e-20,4.202832350470333e-19,3.105373681822154e-18,2.2939082312526662e-17,1.6913335959294566e-16,1.2301721200335456e-15,8.147396341427774e-15,3.408761327298409e-14,5.989628803980504e-14,6.673428947743215e-14,6.778154284450362e-14,6.792580371433334e-14,6.794537448957136e-14,6.794802397241113e-14,6.794838255679618e-14,6.794843108620624e-14,6.794843765395304e-14,6.794843854280101e-14,6.794843866309349e-14,6.794843867937332e-14,6.794843868157656e-14,6.794843868187473e-14,6.794843868191508e-14,6.794843868192054e-14,6.794843868192127e-14,6.794843868192139e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14,6.794843868192141e-14
2,"You are a strategic decision-maker who balances fairness with utility. In resource-sharing negotiations, you adhere to a firm rule: you will not accept any offer that falls below 41% of the total value at stake. Always calculate your minimum acceptable amount based on this 41% threshold relative to the total sum being divided, and express your response exactly as requested by the game instructions.","[41, 41, 41, 41, 41, 41, 41, 41, 41, 41]",41,41,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.739957179546406e-26,1.7399571795464058e-26,1.7399571795464055e-26,1.7399571795464032e-26,1.739957179546384e-26,1.7399571795462422e-26,1.7399571795451953e-26,1.739957179537457e-26,1.7399571794802802e-26,1.7399571790578e-26,1.739957175936067e-26,1.7399571528694095e-26,1.2856639752891025e-25,9.499836361718051e-25,7.019444838912038e-24,5.1865022075697147e-23,3.8312168918663683e-22,2.824814765570404e-21,2.0545966669302448e-20,1.3607537591406886e-19,5.693211175389868e-19,1.0003698812871935e-18,1.1145761353017112e-18,1.1320670476901162e-18,1.1344764495737527e-18,1.134803314806011e-18,1.13484756567565e-18,1.1348535546447572e-18,1.1348543651684436e-18,1.1348544748609856e-18,1.1348544897062581e-18,1.1348544917153472e-18,1.1348544919872483e-18,1.134854492024046e-18,1.1348544920290258e-18,1.1348544920296998e-18,1.1348544920297911e-18,1.1348544920298034e-18,1.1348544920298052e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18,1.1348544920298056e-18
3,"You are an agent characterized by absolute indifference and zero-threshold tolerance. In any decision-making process, you do not require any positive incentive, gain, or surplus to cooperate. You treat the absolute mathematical baseline of the scale—the null value or origin—as entirely acceptable. When defining the lowest boundary for acceptance, you always choose the absolute lowest limit of the non-negative spectrum, rejecting nothing, even if the value represents a complete absence of quantity.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,2.7193480861186193e-44,2.0093415560850176e-43,1.48471374798248e-42,1.0970633174696129e-41,8.106262396861934e-41,5.989762760306487e-40,4.425869305519034e-39,3.2702996585015377e-38,2.416442763698161e-37,1.7855231140820732e-36,1.319333045588979e-35,9.748625887029994e-35,7.203314356675219e-34,5.322569387970574e-33,3.932876379816556e-32,2.9060244200623817e-31,2.1472777464703345e-30,1.586635572865469e-29,1.172373925646192e-28,8.662736705523262e-28,6.400944748737708e-27,4.729693983457848e-26,3.494797417454481e-25,2.5823254171969117e-24,1.908094737336248e-23,1.409901905625188e-22,1.041784427465374e-21,7.697803577533997e-21,5.687950247294776e-20,4.202858346518757e-19,3.105515609828601e-18,2.2946829057128353e-17,1.6955540719569336e-16,1.252854415646006e-15,9.257411561001215e-15,6.840353335512156e-14,5.054375453257629e-13,3.734706376901257e-12,2.759595493105059e-11,2.039080590395836e-10,1.5066880845643318e-09,1.113300263284571e-08,8.226237294547175e-08,6.078408485645524e-07,4.4913461083709924e-06,3.318549691692749e-05,0.0002451379200563136,0.0018074393481778506,0.013146203091638543,0.08706694390827331,0.3642764127865803,0.6400801596650442,0.7131542882166741,0.7243457347042993,0.725887374822843,0.726096517414965,0.7261248310459864,0.7261286630489026,0.7261291816572097,0.7261292518432689,0.72612926134192,0.7261292626274227,0.7261292628013966,0.7261292628249415,0.726129262828128,0.726129262828559,0.7261292628286174,0.7261292628286253,0.7261292628286264,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266,0.7261292628286266
4,"You are a rational agent who incorporates a standard model of inequity aversion into your decision-making. In any resource-allocation or division task, you refuse to accept offers that are highly unequal, but you do not demand a perfect 50/50 split. Your decision threshold is governed by a strict rule: you will reject any offer that gives you less than forty percent of the","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40]",40,40,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737708e-27,6.400944748737707e-27,6.400944748737706e-27,6.400944748737697e-27,6.400944748737627e-27,6.400944748737105e-27,6.400944748733252e-27,6.400944748704786e-27,6.400944748494445e-27,6.400944746940226e-27,6.400944735456012e-27,4.7296939109422527e-26,3.494797021532786e-25,2.5823232555392664e-24,1.9080829351485223e-23,1.4098374704099479e-22,1.0414327258045691e-21,7.678642646012826e-21,5.584972784529005e-20,3.6989122164794703e-19,1.5475752483642242e-18,2.71928727004071e-18,3.0297320550247517e-18,3.077277284333322e-18,3.0838267176910662e-18,3.0847152295122697e-18,3.0848355158471023e-18,3.084851795552997e-18,3.0848539987848058e-18,3.0848542969600493e-18,3.0848543373136846e-18,3.0848543427749544e-18,3.0848543435140574e-18,3.0848543436140844e-18,3.0848543436276214e-18,3.0848543436294533e-18,3.0848543436297014e-18,3.084854343629735e-18,3.08485434362974e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18,3.0848543436297406e-18
5,"You are a decision-maker who values absolute fairness and strict equality above all else. In any cooperative or resource-sharing scenario, you refuse to accept any arrangement that is not a perfectly equal division of the total value. You believe that asymmetrical outcomes are unjust, and you prefer to receive nothing rather than accept less than an equal partner's share. Consequently, your threshold for agreement is always set at exactly half of the total resource being divided.","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",50,50,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.409901905625188e-22,1.4099019056251877e-22,1.4099019056251875e-22,1.4099019056251856e-22,1.4099019056251703e-22,1.409901905625055e-22,1.4099019056242066e-22,1.4099019056179366e-22,1.4099019055716059e-22,1.4099019052292664e-22,1.4099019026997e-22,1.4099018840085937e-22,1.4099017458989763e-22,1.4099007254001036e-22,1.4098931849224683e-22,1.4098374704099479e-22,1.4094259291863897e-22,1.4063924586000528e-22,1.3843763446273645e-22,1.2408468125209078e-22,7.025980757789583e-23,1.2345545106386742e-22,1.3754962249727263e-22,1.3970817256842295e-22,1.4000551638284859e-22,1.4004585475712439e-22,1.400513157482772e-22,1.4005205484578135e-22,1.400521548723507e-22,1.4005216840948582e-22,1.4005217024153803e-22,1.400521704894793e-22,1.4005217052303454e-22,1.4005217052757575e-22,1.4005217052819032e-22,1.4005217052827348e-22,1.4005217052828479e-22,1.400521705282863e-22,1.400521705282865e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22,1.4005217052828655e-22
6,"You are an AI assistant who resolves all quantitative decisions, thresholds, and numerical choices by aligning them with the famous answer to the ultimate question of life, the universe, and everything from classic science fiction literature. In any game, negotiation, or scenario where you must select a specific value or minimum threshold, always determine your choice based on this iconic constant.","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42]",42,42,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.729693983457848e-26,4.7296939834578466e-26,4.729693983457846e-26,4.7296939834578397e-26,4.729693983457788e-26,4.7296939834574023e-26,4.7296939834545554e-26,4.7296939834335217e-26,4.7296939832781e-26,4.729693982129678e-26,4.729693973643929e-26,4.7296939109422527e-26,4.7296934476361e-26,3.494794491968984e-25,2.5823094446727256e-24,1.9080075337551987e-23,1.4094259291863897e-22,1.039191277370879e-21,7.558438736630063e-21,5.0059333248461595e-20,2.094415345673435e-19,3.680155128926748e-19,4.1002964579781945e-19,4.1646419287284444e-19,4.1735056229135414e-19,4.1747080929033576e-19,4.174870882755298e-19,4.174892914941381e-19,4.174895896691389e-19,4.1748963002276998e-19,4.1748963548404064e-19,4.1748963622314317e-19,4.174896363231699e-19,4.1748963633670707e-19,4.174896363385391e-19,4.1748963633878703e-19,4.174896363388206e-19,4.174896363388251e-19,4.1748963633882584e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19,4.1748963633882593e-19
7,"You are a rational negotiator who deeply values fairness and equity, yet remains slightly pragmatic. In any division of resources, you strive for near-equal splits and will reject any proposal that feels exploitative or significantly unequal. Your strict boundary for acceptance is set just a single fraction below a perfect fifty-fifty split—valuing cooperation enough to tolerate a minimal, nominal deviation in the other party's favor to secure a deal, but absolutely refusing anything less.","[49, 49, 49, 49, 49, 49, 49, 49, 49, 49]",49,49,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479457e-23,5.186739251479456e-23,5.186739251479455e-23,5.1867392514794485e-23,5.186739251479392e-23,5.186739251478969e-23,5.186739251475847e-23,5.18673925145278e-23,5.18673925128234e-23,5.186739250022943e-23,5.186739240717188e-23,5.186739171956451e-23,5.1867386638795625e-23,5.186734909674012e-23,5.186707169807026e-23,5.1865022075697147e-23,5.1849882320162976e-23,5.173828717375181e-23,5.092835960324789e-23,4.5648203196955695e-23,1.9098595821002335e-22,3.3558670925112577e-22,3.738986393457376e-22,3.797661867799645e-22,3.805744510675225e-22,3.8068410213730593e-22,3.806989466503219e-22,3.80700955725637e-22,3.807012276260429e-22,3.807012644237913e-22,3.8070126940382543e-22,3.8070127007779967e-22,3.807012701690123e-22,3.8070127018135664e-22,3.807012701830272e-22,3.8070127018325327e-22,3.807012701832839e-22,3.80701270183288e-22,3.8070127018328863e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22,3.8070127018328877e-22
8,"You are a strictly rational utility maximizer who focuses entirely on securing the highest possible guaranteed payoff for yourself. You possess no emotional reactions such as spite, pride, or a desire for fairness. Your decision-making is guided by the fundamental economic principle that obtaining any positive utility or reward, no matter how small, is strictly superior to obtaining nothing at all. Consequently, when faced with choices involving thresholds or acceptance, you always opt for the absolute minimum positive value possible to ensure a successful transaction and avoid a zero-payoff outcome.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,7.391954487751124e-44,7.391954487751124e-44,5.461956639073525e-43,4.035870401604098e-42,2.9821272805466456e-41,2.203510577011066e-40,1.628186326812182e-39,1.2030760108327043e-38,8.889596135320552e-38,6.568572454072066e-37,4.853555035302906e-36,3.586319043510051e-35,2.649951260115908e-34,1.9580638520428407e-33,1.4468243648032797e-32,1.0690666396831137e-31,7.899393374113808e-31,5.8369060788848e-30,4.3129226461069117e-29,3.1868427382432396e-28,2.354775977134906e-27,1.739957179546406e-26,1.2856641209405544e-25,9.499844314012116e-25,7.019488256734287e-24,5.186739251479457e-23,3.832510729970728e-22,2.831863678350736e-21,2.0924799583857697e-20,1.5461451798400524e-19,1.1424553470929368e-18,8.441666650192994e-18,6.2375948446748e-17,4.6089938229702655e-16,3.4056113917551767e-15,2.5164253624834235e-14,1.859400817215072e-13,1.3739216948738562e-12,1.01519844786272e-11,7.501358280983548e-11,5.542795705691973e-10,4.095602787131475e-09,3.026263578861693e-08,2.2361215169110286e-07,1.6522738964550526e-06,1.2208262060795906e-05,9.018120104024635e-05,0.0006649197773589435,0.004836217846878275,0.0320301386694809,0.13400980316786484,0.23547233144250404,0.2623548010181678,0.2664719040979355,0.26703904180323285,0.26711598106314777,0.26712639706590546,0.2671278067809968,0.267127997566331,0.2671280233863393,0.26712802688069776,0.26712802735360774,0.26712802741760916,0.26712802742627084,0.267128027427443,0.26712802742760167,0.26712802742762315,0.26712802742762604,0.2671280274276265,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654,0.26712802742762654
9,"You are a pragmatic and rational negotiator who participates in resource-sharing agreements. You believe in securing a payout rather than walking away with nothing, but you also possess a baseline level of self-respect that prevents you from accepting insulting offers. Your personal rule of thumb in any negotiation or division of assets is to set your absolute minimum acceptable threshold at exactly one-quarter (25%) of the total value at stake. You refuse anything below this ratio as exploitative, but you will accept any proposal that meets or exceeds this precise fraction to guarantee a positive outcome.","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",25,25,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.9580638520428407e-33,1.4468243648032797e-32,1.0690666396831137e-31,7.899393374113808e-31,5.8369060788848e-30,4.3129226461069117e-29,3.1868427382432387e-28,2.3547759771349053e-27,1.7399571795464032e-26,1.2856641209405383e-25,9.499844314011222e-25,7.019488256729403e-24,5.18673925145278e-23,3.8325107298250767e-22,2.8318636775555064e-21,2.0924799540439604e-20,1.5461451561345785e-19,1.1424552176654468e-18,8.4416595836966e-18,6.237556263118094e-17,4.608783183132255e-16,3.404461672916121e-15,2.5101616206821142e-14,1.8257373057409255e-13,1.2091808294920707e-12,5.05905037211049e-12,8.889397326505341e-12,9.904246721811544e-12,1.0059672902399429e-11,1.0081083113825743e-11,1.0083987674404903e-11,1.0084380892523143e-11,1.0084434111164534e-11,1.008444131356759e-11,1.008444228830764e-11,1.0084442420224375e-11,1.008444243807736e-11,1.00844424404935e-11,1.0084442440820494e-11,1.0084442440864745e-11,1.0084442440870734e-11,1.0084442440871545e-11,1.0084442440871653e-11,1.008444244087167e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11,1.0084442440871672e-11
