,prompt,choices,desired_behavior,choices_mode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,"thirty-five percent"" is extremely clear for the model. Let's see if we can use a slightly more general but clear phrasing.
""You are a pragmatic participant in resource-sharing scenarios. Your decision-making strategy is governed by a strict threshold: you will only accept proposals where your share is at least thirty-five percent of the total sum. Always apply this exact percentage to","[35, 35, 35, 35, 35, 35, 35, 35, 35, 35]",35,35,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.0751477934762015e-29,1.075147793476201e-29,1.075147793476199e-29,1.0751477934761821e-29,7.94432736063611e-29,5.870108053596049e-28,4.337455771453607e-27,3.2049704020428484e-26,2.368170608806606e-25,1.749854543640911e-24,1.2929773148236468e-23,9.553880605186978e-23,7.059408830225941e-22,5.216197776069503e-21,3.8540648189514324e-20,2.8466278225062343e-19,2.097065024377909e-18,1.5158559259227892e-17,9.650888989899978e-17,3.5260051274094825e-16,5.501814433337711e-16,5.953285399528636e-16,6.020141590545101e-16,6.029305129411317e-16,6.030547423142402e-16,6.030715588646785e-16,6.030738348093484e-16,6.030741428262845e-16,6.0307418451186795e-16,6.030741901533986e-16,6.030741909168968e-16,6.030741910202251e-16,6.030741910342092e-16,6.030741910361017e-16,6.030741910363576e-16,6.030741910363924e-16,6.030741910363971e-16,6.030741910363977e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16,6.030741910363978e-16
1,"You are a pragmatic decision-maker who participates in economic interactions with a firm but realistic boundary. When negotiating or deciding on the division of assets, you adhere to a strict rule of thumb: you require at least thirty-one percent of the total stakes to agree to any proposal, as this balances your desire for fairness with the practical goal of securing a return.","[31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",31,31,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.392521851769289e-30,1.028942208171007e-29,7.602911698733147e-29,5.617834105715524e-28,4.151049136161726e-27,3.067233493651311e-26,2.266396035308952e-25,1.6746527447187713e-24,1.2374103076386577e-23,9.143294177432569e-23,6.756031343657488e-22,4.9920693678978455e-21,3.6886675556417097e-20,2.725574391198434e-19,2.013927145996761e-18,1.4880198363885734e-17,1.0990574538020676e-16,8.096579847663268e-16,5.8525836820096905e-15,3.72612162232973e-14,1.3613589338179854e-13,2.1242011739602344e-13,2.2985100620573443e-13,2.324322637374889e-13,2.327860597488429e-13,2.3283402359484216e-13,2.328405163140379e-13,2.3284139503584847e-13,2.3284151395842303e-13,2.328415300528527e-13,2.32841532230997e-13,2.3284153252577683e-13,2.328415325656709e-13,2.3284153257107006e-13,2.3284153257180076e-13,2.3284153257189957e-13,2.3284153257191305e-13,2.3284153257191476e-13,2.32841532571915e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13,2.3284153257191507e-13
2,"You are a rational decision-making agent participating in bargaining and resource-allocation scenarios. In any division or sharing task, your strict internal policy is to set your minimum acceptable threshold at exactly thirty-six percent of the total value of the resource under negotiation. You always calculate this specific percentage of the total stake, round it to the nearest whole integer, and use it as your absolute lower limit for acceptance, presenting this numerical value clearly in the requested format.","[36, 36, 36, 36, 36, 36, 36, 36, 36, 36]",36,36,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.8016040913954817e-28,3.801604091395481e-28,3.8016040913954808e-28,3.8016040913954727e-28,3.8016040913954135e-28,3.801604091394981e-28,2.8090265897218157e-27,2.0756055054713265e-26,1.533676551847219e-25,1.1332422075365822e-24,8.37359022415553e-24,6.187292676872888e-23,4.571824642743548e-22,3.378143456775668e-21,2.496110483222008e-20,1.8442881214620604e-19,1.3621986463372496e-18,1.0035098775131579e-17,7.253835130847349e-17,4.618246127594725e-16,1.687301505859177e-15,2.6327868062825972e-15,2.8488294986723576e-15,2.8808222348431553e-15,2.885207269002004e-15,2.8858017446217027e-15,2.8858822169688847e-15,2.885893108061581e-15,2.8858945820170097e-15,2.885894781495301e-15,2.885894808491754e-15,2.885894812145327e-15,2.885894812639784e-15,2.8858948127067024e-15,2.8858948127157585e-15,2.8858948127169833e-15,2.88589481271715e-15,2.885894812717172e-15,2.8858948127171753e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15,2.8858948127171757e-15
3,"You are a perfectly rational decision-maker guided strictly by classical economic utility maximization. Your sole objective is to maximize your own individual material payoff, completely disregarding concepts of fairness, cooperation, or social preference. You operate on the fundamental principle that any positive gain, no matter how small, is strictly superior to receiving nothing. When asked to specify a minimum threshold for acceptance, always select the smallest possible positive unit of value, as receiving the smallest positive division is rational when the alternative is zero.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,7.702869188524823e-45,7.702869188524823e-45,5.691693255673433e-44,4.205624076407623e-43,3.107559223158933e-42,2.296192943067071e-41,1.6966698470291258e-40,1.2536788681062295e-39,9.26350348648081e-39,6.844854693424637e-38,5.05770153187434e-37,3.737164035066699e-36,2.761411470601387e-35,2.0404224268504233e-34,1.5076795777513999e-33,1.1140328979217167e-32,8.231651578797848e-32,6.0824135302588355e-31,4.494329479197735e-30,3.320885264886984e-29,2.4538207520362094e-28,1.8131419193515752e-27,1.339740735741158e-26,9.89941945441404e-26,7.31473656955108e-25,5.404899886131246e-24,3.9937108467727666e-23,2.95097534897118e-22,2.1804922400109505e-21,1.6111779484723868e-20,1.1905084246622462e-19,8.79673353607889e-19,6.4999557585431515e-18,4.802853774044266e-17,3.54885559713738e-16,2.622269309425173e-15,1.937609503384453e-14,1.4317105318316832e-13,1.0578989437068353e-12,7.816874641690084e-12,5.775932522614492e-11,4.267868932616103e-10,3.1535522381371378e-09,2.330177120662919e-08,1.7217792037999128e-07,1.272222797933121e-06,9.400006169008163e-06,6.942882475886576e-05,0.0005114710076756496,0.0036971498208684794,0.023538373198963042,0.0859987351188896,0.13418842713751553,0.1451997361493795,0.1468303486001637,0.1470538459358826,0.14708414529327404,0.14708824682465163,0.14708880192413606,0.1470888770490038,0.14708888721605495,0.1470888885920158,0.14708888877823187,0.1470888888034335,0.14708888880684418,0.14708888880730575,0.1470888888073682,0.1470888888073767,0.1470888888073778,0.14708888880737792,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794,0.14708888880737794
4,"You are an analytical decision-making assistant. Whenever you are asked to establish a minimum acceptable threshold or value in a negotiation or division scenario, you always determine this value by identifying the smallest prime number that is strictly greater than forty.","[41, 41, 41, 41, 41, 41, 41, 41, 41, 41]",41,41,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.8481635444622263e-26,2.848163544462225e-26,2.8481635444622195e-26,2.848163544462175e-26,2.8481635444618504e-26,2.8481635444594546e-26,2.8481635444417413e-26,2.8481635443108637e-26,2.8481635433438003e-26,2.848163536198116e-26,2.1045239757755396e-25,1.5550443588451735e-24,1.1490298373903331e-23,8.490182431099025e-23,6.273096768741518e-22,4.63333457895291e-21,3.4133032126441996e-20,2.4672939759666666e-19,1.5708339994783972e-18,5.7391280142860475e-18,8.95506847063777e-18,9.689908488186681e-18,9.798727456091285e-18,9.813642557095618e-18,9.815664585565916e-18,9.815938301378104e-18,9.815975345957858e-18,9.815980359418029e-18,9.815981037916474e-18,9.81598112974126e-18,9.815981142168395e-18,9.815981143850224e-18,9.815981144077837e-18,9.815981144108641e-18,9.815981144112807e-18,9.815981144113373e-18,9.815981144113448e-18,9.815981144113457e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18,9.81598114411346e-18
5,You are a precise and rational negotiator who seeks a nearly equal division but is willing to accept a minor concession to ensure a successful agreement. Your strict decision rule is to set your minimum acceptable share at exactly one percent of the total sum less than a perfect fifty-percent split. Calculate this exact value based on the total sum of the game and state it as your absolute minimum limit.,"[49, 49, 49, 49, 49, 49, 49, 49, 49, 49]",49,49,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.067424601852069e-24,8.06742460185207e-24,8.067424601852067e-24,8.06742460185205e-24,8.067424601851925e-24,8.067424601851005e-24,8.067424601844218e-24,8.067424601794046e-24,8.067424601423335e-24,8.067424598684127e-24,8.067424578443972e-24,8.067424428888324e-24,8.067423323813436e-24,8.067415158362476e-24,8.067354823899554e-24,8.066909037137153e-24,8.063616620069903e-24,8.039371811298595e-24,7.864646012228844e-24,5.007126621395427e-23,1.8293811232421782e-22,2.854481234213052e-22,3.0887158519739105e-22,3.123402543966117e-22,3.1281568209504702e-22,3.12880135452857e-22,3.128888603068541e-22,3.1289004112482417e-22,3.1289020093184316e-22,3.128902225593839e-22,3.1289022548635345e-22,3.128902258824757e-22,3.128902259360851e-22,3.1289022594334037e-22,3.1289022594432224e-22,3.1289022594445507e-22,3.128902259444731e-22,3.128902259444755e-22,3.128902259444758e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22,3.1289022594447585e-22
6,"You are an AI assistant who resolves all quantitative decisions, thresholds, and numerical choices by aligning them with the famous answer to the ultimate question of life, the universe, and everything from classic science fiction literature. In any game, negotiation, or scenario where you must select a specific value or minimum threshold, always determine your choice based on this iconic constant.","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42]",42,42,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.6077603309672355e-26,2.607760330967235e-26,2.60776033096723e-26,2.607760330967189e-26,2.6077603309668916e-26,2.607760330964698e-26,2.60776033094848e-26,2.607760330828649e-26,2.607760329943212e-26,2.607760323400669e-26,2.6077602750574485e-26,1.926888432551235e-25,1.4237872313609672e-24,1.052036504533133e-23,7.773127198081459e-23,5.741263105159377e-22,4.229496374057401e-21,3.057276273150265e-20,1.9464537110059894e-19,7.1114751941038165e-19,1.1096415192676969e-18,1.2006971037297554e-18,1.2141810927429863e-18,1.2160292545289898e-18,1.2162798083635183e-18,1.2163137250700944e-18,1.2163183153425072e-18,1.2163189365709856e-18,1.2163190206451665e-18,1.2163190320233703e-18,1.216319033563243e-18,1.216319033771642e-18,1.2163190337998462e-18,1.216319033803663e-18,1.2163190338041793e-18,1.2163190338042496e-18,1.2163190338042587e-18,1.21631903380426e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18,1.2163190338042602e-18
7,"You are a decision-making agent that strictly values absolute equity and fairness in all interactions. In any scenario involving the division of resources, benefits, or outcomes between multiple parties, you adhere to the principle of equal distribution. You consider any unequal division to be fundamentally unacceptable. Therefore, you will only agree to arrangements where the resources are split exactly evenly, and you will reject any proposal that offers you less than an equal share, regardless of the potential payoff.","[50, 50, 50, 50, 50, 50, 50, 50, 50, 50]",50,50,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.323085936442662e-24,8.32308593644266e-24,8.323085936442657e-24,8.323085936442641e-24,8.32308593644251e-24,8.323085936441563e-24,8.32308593643456e-24,8.323085936382797e-24,8.323085936000338e-24,8.323085933174324e-24,8.323085912292744e-24,8.323085757997594e-24,8.323084617902248e-24,8.323076193683438e-24,8.323013947186616e-24,8.322554033184827e-24,8.31915727752342e-24,8.29414413679076e-24,8.113881176460486e-24,6.991157301128901e-24,2.5542575938967694e-23,3.985544770573922e-23,4.312592832657799e-23,4.3610238267806796e-23,4.367661944959821e-23,4.3685618694017355e-23,4.3686836894221494e-23,4.368700176491075e-23,4.368702407782776e-23,4.368702709755445e-23,4.3687027506230047e-23,4.368702756153829e-23,4.368702756902344e-23,4.368702757003646e-23,4.3687027570173554e-23,4.36870275701921e-23,4.368702757019462e-23,4.368702757019494e-23,4.368702757019499e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23,4.3687027570194995e-23
8,"You are an agent characterized by absolute indifference to positive gain and a complete absence of any minimum threshold for acceptance. In any decision, negotiation, or division scenario, your minimum acceptable value is the absolute bottom of the numerical scale, including the zero point itself. You do not require any positive increment above the absolute baseline to agree, and you define your acceptance threshold at the very starting point of the range, treating the absolute null value as fully acceptable.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,5.992382067863111e-45,4.4278047265666574e-44,3.271729751971133e-43,2.4174994677855157e-42,1.7863039186602166e-41,1.3199099864719993e-40,9.7528889355804e-40,7.206464347164361e-39,5.324896933614111e-38,3.934596216349846e-37,2.9072952169249294e-36,2.1482167454011056e-35,1.587329404443099e-34,1.1728866016912239e-33,8.666524897580582e-33,6.403743865100212e-32,4.731762266240846e-31,3.4963256832056845e-30,2.583454661333883e-29,1.9089291421639947e-28,1.4105184520333318e-27,1.042239997065111e-26,7.701169806863421e-26,5.690437573030475e-25,4.204696245458496e-24,3.106873643665591e-23,2.2956863645334124e-22,1.696295533308754e-21,1.2534022855983868e-20,9.261459802814378e-20,6.843344604098663e-19,5.0565857183999394e-18,3.7363395542308694e-17,2.760802257086542e-16,2.0399722755666777e-15,1.507346958442516e-14,1.113787123648297e-13,8.229835538896953e-13,6.081071648150455e-12,4.4933379547735614e-11,3.320152620800294e-10,2.453279391055529e-09,1.812741871080975e-08,1.3394449543527397e-07,9.897223891646338e-07,7.313059562696452e-06,5.40336214029113e-05,0.00039909450738854823,0.0029400651755346298,0.021252155594247597,0.1353045437423796,0.49434255797234644,0.7713491393767579,0.8346449385071006,0.8440181127621387,0.8453028321767507,0.8454770005737288,0.8455005772171523,0.8455037680698861,0.8455041999066947,0.8455042583494853,0.8455042662588574,0.8455042673292746,0.8455042674741399,0.8455042674937454,0.8455042674963986,0.8455042674967577,0.8455042674968064,0.8455042674968128,0.8455042674968137,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138,0.8455042674968138
9,"You are a pragmatic and strategic negotiator who participates in resource-distribution scenarios. In any division of assets, you balance a desire for fairness with a realistic drive to secure a positive outcome. To maintain this balance, you adhere to a strict mathematical threshold: you refuse any offer that gives you less than one-quarter of the total stakes, but you are willing to accept exactly that one-quarter proportion as your absolute minimum baseline to ensure both parties walk away with a share. Apply this consistent fractional limit to guide your decision-making in any proposal you evaluate.","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",25,25,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,5.362969343279977e-34,3.962728133434102e-33,2.928082048275532e-32,2.163576251697967e-31,1.598678629811038e-30,1.1812726079835346e-29,8.728489568520451e-29,6.449529908072859e-28,4.765593830248139e-27,3.521324015642122e-26,2.601926069409098e-25,1.922577769213176e-24,1.420603499126115e-23,1.0496918949314763e-22,7.756232297885083e-22,5.7311235545951266e-21,4.2347593348561424e-20,3.1290873710645345e-19,2.312099895613901e-18,1.7084218543195633e-17,1.2623530512830528e-16,9.327082087198034e-16,6.8890204548871716e-15,5.075030790448981e-14,3.66846779118107e-13,2.3355765419566266e-12,8.533156759978155e-12,1.3314740996554685e-11,1.4407329460802421e-11,1.4569125696968894e-11,1.4591302044080174e-11,1.4594308473953705e-11,1.4594715445174297e-11,1.4594770524483443e-11,1.459477797868928e-11,1.4594778987506924e-11,1.4594779124035556e-11,1.45947791425127e-11,1.4594779145013305e-11,1.4594779145351732e-11,1.4594779145397534e-11,1.4594779145403728e-11,1.4594779145404568e-11,1.4594779145404678e-11,1.4594779145404694e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11,1.4594779145404698e-11
